list,battery,projector,work,account,library,id,near,incorrect,transaction,provide,give,found,sound,fix,lecture,wifi,activate,card,adapter,forgot,find,ac,buy,clicker,pm,remote,scan,server,slow,medium,talk,another,login,one,change,opening,require,speaker,lose,internet,detail,password,portal,presentation,connect,sh,misplace,reset,mic,Target_Class
0,0,0,0.125618769,0,0,0.30134559,0,0,0,0,0,0,0,0,0,0,0,0.30134559,0,0,0,0,0,0,0,0,0.496721565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0.549162359,0,0,0,0,0,0,0,0,0,0,0,0.549162359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274879254,0,0,5
0,0,0,0.324661715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641888454,0,0,0,0,0,0,0,0,0,0,0,0.465363176,0,0,0,0,0.200837256,0,0,0,0,1
0,0,0,0,0,0,0,0.260484586,0,0,0,0,0,0,0,0,0.159042691,0,0,0,0,0,0,0,0,0,0,0,0,0.614467239,0,0,0,0,0,0,0,0,0,0,0.222741524,0,0,0,0,0,0,0,0,0,1
0,0,0,0.331105978,0,0,0,0.277510107,0,0,0,0,0,0,0,0,0.338875745,0,0,0.596361763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0.215080543,0,0,0,0,0,0,0,0,0,0,0,0.462202307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.705965605,0,0,0,0,0,0,0,0,0,0,0.365450466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220886034,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170490421,0,0,0.527298822,0,0,0,0,0,0,0.527298822,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0.196438959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320888142,0,0,0,0,0,0,0.641776284,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37199116,0,0,0,0,0,0,0,0,0,0,0,0,0.481100483,0,0,0,0,0,0,0,0.247725186,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435355535,0,0,0,0,0,0,0,0,0,0,0,0,0.281525182,0,0,0,0,0,0,0,0,0.362638915,0,0,0,0,0,0.405175411,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368036939,0,0,0,0,0,0,0,0.379014457,0,0,0,0,0,0,0.529684474,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451077607,0,0,0,0,0,0,0,0.261299761,0,0,0,0,0,0.287921365,0,0,0,0,0,0,0,0,0,0,0,3
0,0.640876001,0,0,0,0,0,0,0,0,0.210774932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473015559,0,0,0,0,0,0.344306326,0,0,0,0,0.301924289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0.205853904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461971916,0,0,0,0,0,0,0,0.267610605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0.172780579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193874815,0,0,0,0,0,0.282241563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0.461421135,0,0,0,0,0,0,0,0,0,0,0,0,0.165084394,0,0,0,0,0,0,0,0,0,0.340564128,0,0,0,0,0,0,0,0,0,0.182269232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0.268400459,0,0,0,0,0,0,0,0,0,0,0.321931568,0,0.274698771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0.243994298,0.209490209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259183248,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0.389022543,0.167004751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206619841,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0.743205263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210039422,4
0,0,0,0,0,0,0.504251712,0,0,0,0,0,0,0,0,0,0,0.378599331,0.252125856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278371474,0,0,0,0,0.289116976,0,0,0,0,0,0,0,0,0,0,5
0.308592217,0,0,0,0,0,0.411010113,0,0,0,0,0,0.308592217,0,0,0,0,0,0.411010113,0,0,0.287199699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0.482970941,0,0,0,0,0,0,0,0,0.724456412,0,0,0,0,0,0,0,0,0.160815739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0.354827109,0,0,0,0,0,0.532818443,0,0,0,0,0.266409221,0.354827109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
