month,quizsoc,hey,later,discus,interview,happen,organize,christopher,expect,hear,however,aforementioned,program,move,inter,campus,study,one,screen,concern,part,annual,date,earliest,per,due,tata,dear,ready,lot,cause,finance,year,tr,solution,shubham,fair,responsibility,various,speedcubing,alok,competetion,blue,theorem,auditorium,chandigarh,edict,studio,issue,retrieval,planning,summer,blood,cfe,could,tomorrow,another,start,stock,fan,osl,madam,sometime,bank,quiz,u,held,record,approval,detail,share,ashoka,hall,increase,body,reimburse,lunch,session,notice,regard,people,lt,tournament,touch,recieve,seat,look,th,hope,information,amount,concert,residence,possible,hi,yet,speak,fee,banjaara,interaction,decide,fest,old,follow,shift,college,around,travel,pol,sorry,dean,cleanliness,please,area,process,reimbursement,trek,sort,confirm,nd,quizzer,remove,help,prize,room,common,earlier,person,classroom,sir,larger,man,cover,preferably,quizfest,know,committee,money,forward,postpone,would,use,seater,poetry,goa,yes,student,tommorow,fandfict,club,book,inconvenience,lecture,guest,vistaar,give,inform,donation,cancellation,mph,mic,proposition,fanfiction,appointment,head,event,lr,food,sh,attach,bangalore,shabd,class,tueday,stay,make,undergraduate,venue,lie,recieved,onwards,towards,meet,camp,night,life,yifs,community,collect,submit,problem,reschedule,comic,course,sure,game,kindly,slot,empty,movie,go,space,small,ultimate,society,dance,album,music,necessary,semester,fun,promise,good,last,team,pm,purchase,sweet,timing,host,minimum,expense,fiction,cancel,want,crucible,great,gear,agree,week,entire,win,goverdhan,trading,rough,free,uni,let,get,behalf,mountaineer,chosen,ac,slam,punjay,respect,spent,floor,economics,spoken,serious,suitable,projector,conduct,participation,abroad,olympics,email,talk,meeting,weekly,manipal,debate,need,accomodation,bill,do,goswami,soon,like,prof,litter,series,feb,ticket,thank,thanks,work,time,find,schedule,young,even,tell,approve,discussion,theory,league,frisbee,contact,fresher,pulpi,saturday,open,trip,sport,id,update,receive,dorm,st,apologise,allot,dept,print,ugs,lately,hence,logistics,hello,Target_Class
0,0.182488294,0,0,0.117733083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182488294,0,0,0.077337656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16503176,0,0,0,0,0,0,0.16503176,0,0,0,0,0,0,0.152646152,0.182488294,0,0,0,0,0,0.182488294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143039128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182488294,0,0,0,0.182488294,0,0,0,0,0,0.101901387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113196985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122804009,0,0,0,0,0.182488294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182488294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182488294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105347475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729953177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,0,0,0,0.282718862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183278757,0,0,0,0,0,0,0,0.092857562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438219076,0,0,0.198149875,0,0,0,0,0,0,0,0,0,0.135913041,0.198149875,0,0,0,0,0,0,0,0,0,0,0,0,0.1543506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438219076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147447976,0.438219076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219109538,0,0,0,0,0,0,0,0,0,0,0,0.147447976,0,0,0,0,0.171743822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162319094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183278757,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135957194,0,0,0.290120701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475318285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320808745,0,0,0,0,0,0,0,0,0,0,0,0.121068973,0,0,0,0,0,0,0,0,0,0,0,0.15450954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132736026,0.268347187,0,0,0,0,0,0,0.206971098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320808745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347061062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173530531,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268347187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268347187,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118284141,0,0,0,0,0,0,0,0,0,0,0,0,0.27910687,0,0,0.27910687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27910687,0,0,0,0,0,0,0,0,0,0.105331237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180066959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252407959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301946652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558213739,0,0,0,0,0,0,0,0.150973326,0.27910687,0,0,0.252407959,0,0,0,0,0,0,0,0,0,0,0.27910687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18423311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098697761,0,0,0,0,0,0,0,0,0,0,0,0.125959156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108208968,0.218761802,0.581232948,0.204993686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424396306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261529476,0,0,0,0,0,0,0,0,0,0,0,0.261529476,0,0,0,0,0,0,0,0,0,0,0,0.261529476,0,0,0,0,0,0,0,0.218761802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218761802,0,0,0,0,0,0,0,0.141465435,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285697702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119223231,0,0,0,0,0,0,0,0,0,0,0,0.304307968,0,0.285697702,0,0,0,0,0,0,0,0,0,0,0,0,0.315917896,0,0,0,0.285697702,0,0,0,0,0,0,0.261424831,0.264256134,0,0,0,0,0,0,0.203815746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285697702,0,0,0,0,0,0,0.212594371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170884993,0,0,0,0,0,0.247624761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285697702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264256134,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128330915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506589452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187834406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114277823,0,0,0,0,0,0,0,0,0,0,0,0.1458426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169090957,0,0,0,0,0.302813546,0,0,0,0,0.250580866,0,0,0,0,0,0,0,0,0,0.302813546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273846893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187834406,0,0,0,0.273846893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273846893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174809253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302813546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0.29381324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124516629,0,0,0,0,0,0.245766232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29381324,0,0,0,0,0,0,0,0,0,0,0,0.206975243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29381324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141507827,0,0,0,0,0,0,0.29381324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121566517,0,0.435321068,0.4605971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197719224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245766232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0.237426499,0,0,0,0,0.214714665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198600362,0,0,0,0,0,0.474852998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16725389,0,0,0.474852998,0,0,0,0,0,0.237426499,0,0,0,0,0,0.175888528,0,0,0,0,0,0,0,0,0,0,0.214714665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16725389,0,0,0,0,0.237426499,0,0,0,0,0,0,0,0,0.237426499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186101138,0,0,0,0,0,0,0,0,0,0.175888528,0,0,0,0,0.198600362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507792824,0,0.178856036,0,0,0,0,0,0,0.107600071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229609093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253896412,0,0,0,0,0,0.122282881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210101508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229609093,0,0,0.212376966,0,0,0.507792824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170857519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199010689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212376966,0,0,0,0,0,0,0,0,0.229609093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514115836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181083143,0,0,0,0,0,0.257057918,0,0,0,0.257057918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19043173,0,0,0,0,0,0.232468174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172985029,0,0,0,0,0.143541034,0,0,0,0,0,0,0,0,0,0.212717682,0,0,0,0.257057918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215021473,0,0,0,0,0,0,0,0.232468174,0,0.257057918,0.232468174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172985029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215021473,0.148395285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349787685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349787685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316327562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168466524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195321297,0,0,0,0,0,0,0,0,0,0.434178567,0,0,0,0,0,0,0,0.225666982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189205698,0,0,0,0,0,0.274172793,0,0,0,0,0,0,0,0,0,0,0,0,0.274172793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201926647,0,0,0,0.349787685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0.228889424,0,0,0,0,0,0,0,0,0,0,0.206994233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191459348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191459348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169564156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086379838,0,0,0,0,0,0,0,0,0,0,0,0.220477777,0,0,0.457778848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28411201,0,0,0,0,0,0,0,0.147668965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123809914,0.154029271,0,0,0,0.228889424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228889424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169564156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228889424,0,0.457778848,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0.251485803,0,0.227429079,0,0,0,0,0,0,0,0,0,0,0,0.251485803,0.251485803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210360561,0,0,0,0,0,0.210360561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372607674,0,0,0,0,0,0,0,0,0.251485803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186303837,0,0,0,0,0,0,0.186303837,0,0,0,0,0,0,0,0,0,0.227429079,0,0,0,0,0,0,0,0.094907412,0,0,0,0,0,0,0,0,0,0,0,0.121121871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208106708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227429079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136032654,0,0.251485803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197121191,0,0,0,0,0,0,0,0,0,0,0,0.251485803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210360561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178470974,0,0.229114764,0,0,0,0,0.107368417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211919736,0,0,0,0,0,0.211919736,0,0,0,0,0,0,0,0,0,0,0.178470974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141470419,0,0,0,0,0,0,0,0,0,0.104824589,0,0,0,0,0,0.187684705,0,0.163449675,0,0,0,0,0,0,0.314304356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253349794,0,0,0,0,0.211919736,0,0,0,0,0,0,0,0,0.274081832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253349794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146254647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.506699589,0,0,0,0,0,0,0,0,0,0,0.253349794,0,0,12
0,0,0,0,0.189807071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294204209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461210003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294204209,0,0,0,0.328567015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182494058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266061111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169839225,0,0,0,0,0,0,0.217950168,0,0.217950168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492186532,0,13
0,0,0,0,0.121314558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157289692,0,0,0,0,0,0,0,0,0,0.188039641,0,0,0,0,0.188039641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147390419,0,0,0,0,0,0,0.132463569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170052074,0.397390707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170052074,0,0,0,0,0.376079282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397390707,0,0,0,0,0,0,0,0,0,0,0,0.210002514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188039641,0,0,0.188039641,0.126539743,0,0,0,0,0,0,0,0.188039641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170052074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170052074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108552176,0,0.188039641,0,0,0,0,0,0.170052074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188039641,0,0,0,13
0,0,0,0,0.167503437,0,0,0.234797104,0,0,0,0,0,0,0,0.234797104,0,0,0,0,0,0.182897284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217175618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161049754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182897284,0,0,0,0,0,0,0,0,0,0,0,0,0.234797104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09798213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174718041,0,0,0,0,0.144979067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161049754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259633195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174718041,0,0,0,0,0,0,0,0.234797104,0,0,0,0,0,0,0,0,0,0,0.259633195,0,0,0,0,0,0,0,0,0,0.140439707,0,0,0.14988195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51926639,0,0,0,0,0,0,0,0,0.217175618,0,13
